Source_File,Row_Index,Title,Abstract,DOI,Selected,Reason
Scopus,11,Highly Sensitive Perovskite Photoplethysmography Sensor for Blood Glucose Sensing Using Machine Learning Techniques,"Accurate non-invasive monitoring of blood glucose (BG) is a challenging issue in the therapy of diabetes. Here near-infrared (NIR) photoplethysmography (PPG) sensor based on a vapor-deposited mixed tin-lead hybrid perovskite photodetector is developed. The device shows a high detectivity of 5.32 × 1012 Jones and a large linear dynamic range (LDR) of 204 dB under NIR light, guaranteeing accurate extraction of eleven features from the PPG signal. By a combination of machine learning, accurate prediction of blood glucose level with mean absolute relative difference (MARD) as small as 2.48% is realized. The self-powered PPG sensor also works for real-time outdoor healthcare monitors using sunlight as a light source. The potential for early diabetes diagnoses by the perovskite PPG sensor is demonstrated. © 2024 The Author(s). Advanced Science published by Wiley-VCH GmbH.",10.1002/advs.202405681,YES,Unique DOI
Scopus,12,An LSTM-Based Model for Non-invasive Blood Glucose Prediction Utilizing BVP Signals,"Diabetes is a severe and long-lasting metabolic condition, and the effective management depends on continuous monitoring and control of blood glucose levels. However, traditional invasive methods, such as fingertip blood sampling, cause inconvenience and discomfort to patients, resulting in reduced compliance and motivation for diabetes management. Furthermore, these methods increase the risk of infection due to frequent blood sampling. Therefore, this research aims to develop a non-invasive model for predicting glucose levels based on blood volume pulse (BVP) signals. These devices employ Photoplethysmography (PPG), a technique that monitors changes in blood volume due to periodic heartbeats, to acquire BVP signals. By leveraging machine learning, specifically the long short-term memory network (LSTM), our model thoroughly processes, cleans, segments, and extracts features from these signals. Our approach enables not only real-time monitoring of blood glucose levels but also the prediction of future glucose trends, crucial for timely medication adjustments and disease management. Experimental results reveal that our LSTM model significantly outperforms traditional RNN and linear regression models in predicting blood glucose levels within clinically acceptable ranges. This study offers a more convenient and accurate method for diabetic patients to monitor their blood glucose levels, thereby enhancing their overall health management.  © 2024 Copyright held by the owner/author(s). Publication rights licensed to ACM.",10.1145/3704198.3704211,YES,Unique DOI
Scopus,13,Estimation of Blood Glucose Concentration Using Photoplethysmographic Signals and Convolutional Neural Networks,"This study examines the consequences of inadequate monitoring of blood glucose levels, which can lead to complications in diseases such as diabetes, a globally impactful condition with serious implications. We propose the development of a non-invasive system based on optical techniques. The combination of photoplethysmographic signals and convolutional neural networks (CNNs) aims to provide continuous and precise monitoring of blood glucose levels. The database used to train the CNNs consists of photoplethys-mographic (PPG) curves and blood glucose values collected at the University of Science and Technology in Mazandaran, Behshahr, Iran. It includes 67 PPG curves collected from 23 patients. Our CNN-based blood glucose estimation model achieved Mean Squared Error (MSE), Root Mean Squared Error (RMSE), Mean Absolute Error (MAE), and R-squared (R2) values of 3.67, 1.721, 1.194, and 0.971, respectively. © 2024 IEEE.",10.1109/ENO-CANCOA61307.2024.10751027,YES,Unique DOI
Scopus,14,Estimation of Blood Pressure and Glucose through Photoplethysmography and Artificial Intelligence,"This article presents the development of a system for non-invasive measurement of blood pressure and glucose levels using photoplethysmography (PPG) and machine learning models. The system, called CARDIOPRESS, combines an optical sensor to capture heart rate and oxygen saturation (SpO2) data with machine learning algorithms to predict systolic and diastolic blood pressure, as well as blood glucose levels. Experimental results demonstrate a good approximation in the prediction of both blood pressure and glucose levels, validating its potential for continuous monitoring of cardiovascular and metabolic health.  © 2024 IEEE.",10.1109/CIIBBI63846.2024.10784558,YES,Unique DOI
Scopus,15,Accuracy of a Non-Invasive Home Glucose Monitor for Measurement of Blood Glucose,"Introduction: Patients with diabetes mellitus monitor their blood glucose at home with monitors that require a drop of blood or use a continuous glucose monitoring device that implants a small needle in the body. However, both cause discomfort to the patients which may inhibit them for regular blood glucose checks. Photoplethysmogram (PPG) sensing technology is an approach for non-invasive blood glucose measurement and PPG sensors can be used to predict hypoglycaemic episodes. InChcek is a PPG-based non-invasive glucose monitor. However, its accuracy has not been checked yet. Hence, this study aimed to evaluate the accuracy of InCheck, a non-invasive glucose monitor for the estimation of blood glucose. Methods: In a tertiary care hospital, patients who came for blood glucose estimation were tested for blood glucose non-invasively on the InCheck device and then by the laboratory method (glucose oxidase-peroxidase). These two readings were compared. We used International Organization for Standardization (ISO) 15197:2013 (95% of values should be within ± 15 mg/dL of reference reading if reference glucose <100 mg/dL or within ± 15% of reference reading if reference glucose ≥100 mg/dL and 99% of the values should be within zones A and B in consensus error grid), and Surveillance Error Grid for analyzing the accuracy. Results: A total of 1223 samples were analyzed. There was a significant difference between the reference method glucose level (135 [Q1-Q3: 97-179] mg/dL) and monitor-measured glucose level (188.33 [Q1-Q3: 167.33-209.33] mg/dL) (P < 0.0001). A total of 18.5% of readings were following ISO 15197:2013 criteria and 67.25% of coordinates were within zone A and zone B of the consensus error grid. In the surveillance error grid analysis, about 29.4% of values were in the no-risk zone, 51.8% in slight risk, 18.6% in moderate risk, and 0.2% were in the severe risk zone. Conclusion: The accuracy of the InCheck device for the estimation of blood glucose by PPG signal is not following the recommended guidelines. Hence, further research is necessary for programming or redesigning the hardware and software for a better result from this optical sensor-based non-invasive home glucose monitor. © 2024 Indian Journal of Endocrinology and Metabolism | Published by Wolters Kluwer - Medknow.",10.4103/ijem.ijem_36_23,YES,Unique DOI
Scopus,16,Non-Invasive Blood Glucose Estimation Based on Machine Learning Algorithms Using PPG Signals,"Managing diabetes effectively requires accurate monitoring of blood glucose levels. Traditional invasive methods for such monitoring can be cumbersome and uncomfortable for patients. This study introduces a non-invasive approach to estimate blood glucose levels using photoplethysmography (PPG) data. It focuses on fasting blood glucose prediction using wrist PPG signals and explores various PPG-based features, including AC to DC ratio component of PPG signal and the ratio of different wavelength AC/DCs. The study highlights feature selection to improve model accuracy and efficiency by eliminating redundant features and addressing the challenges required to accurately capture glucose trends with PPG signals. Machine learning algorithms, including random forest, CatBoost, XGBoost, and LightGBM, were employed to analyze PPG signals and estimate the corresponding glucose levels. This non-invasive, continuous monitoring approach can significantly enhance diabetes management by reducing the need for frequent blood sampling, improving patient compliance, and providing real-Time blood glucose level insights. © 2024 IEEE.",10.1109/ICAIIC60209.2024.10463200,YES,Unique DOI
Scopus,17,Relationship of Non-Invasive Arterial Stiffness Parameters with 10-Year Atherosclerotic Cardiovascular Disease Risk Score in Post-COVID-19 Patients—The Results of a Cross-Sectional Study,"This study evaluated the relationship of non-invasive arterial stiffness parameters with an individual 10-year risk of fatal and non-fatal atherosclerotic cardiovascular disease (ASCVD) events in the cohort post-coronavirus disease 2019 (COVID-19). The study group included 203 convalescents aged 60.0 (55.0–63.0) and 115 (56.7%) women. The ASCVD risk was assessed as low to moderate to very high based on medical history (for 62 participants with pre-existing ASCVD/diabetes/chronic kidney disease in the entire cohort) or calculated in percentages using the Systemic Coronary Risk Evaluation 2 (SCORE2) algorithm based on age, sex, smoking status, systolic blood pressure (BP), and non-high-density lipoprotein cholesterol (for 141 healthy participants). The stiffness index (SI) and reflection index (RI) measured by photoplethysmography, as well as pulse pressure (PP), calculated as the difference between systolic and diastolic BP, were markers of arterial stiffness. Stiffness parameters increased significantly with the increase in ASCVD risk in the entire cohort. In 30 (14.8%) patients in the low- to moderate-risk group, the median SI was 8.07 m/s (7.10–8.73), RI 51.40% (39.40–65.60), and PP 45.50 mmHg (40.00–57.00); in 111 (54.7%) patients in the high-risk group, the median SI was 8.70 m/s (7.40–10.03), RI 57.20% (43.65–68.40), and PP 54.00 mmHg (46.00–60.75); and in 62 (30.5%) patients in the very-high-risk group, the median was SI 9.27 m/s (7.57–10.44), RI 59.00% (50.40–72.40), and PP 60.00 mmHg (51.00–67.00). In healthy participants, the SI ≤ 9.0 m/s (sensitivity of 92.31%, area under the curve [AUC] 0.686, p < 0.001) based on the receiver operating characteristics was the most sensitive variable for discriminating low to moderate risk, and PP > 56.0 mmHg (sensitivity of 74.36%, AUC 0.736, p < 0.001) was used for discriminating very high risk. In multivariate logistic regression, younger age, female sex, PP ≤ 50 mmHg, SI ≤ 9.0 m/s, and triglycerides < 150 mg/dL had the best relationship with low to moderate SCORE2 risk. In turn, older age, currently smoking, PP > 56.0 mmHg, RI > 68.6%, and diastolic BP ≥ 90 mmHg were related to very high SCORE2 risk. In conclusion, arterial stiffness is significantly related to ASCVD risk in post-COVID-19 patients and can be helpful as a single risk marker in everyday practice. Cut-off points for arterial stiffness parameters determined based on SCORE2 may help make individual decisions about implementing lifestyle changes or pharmacological treatment of ASCVD risk factors © 2024 by the authors.",10.3390/life14091105,YES,Unique DOI
Scopus,18,Smartphone photoplethesmogram based noninvasive blood glucose estimation via fractional singular spectrum analysis based super-resolution Fractional singular spectrum analysis based super-resolution,"Diabetes mellitus, as an incurable chronic disease, is a medical problem worldwide. At present, there is no effective cure for diabetes, only frequent monitoring to control blood glucose levels. Previous detection methods mainly rely on fingertip puncture to obtain blood samples, which is not only painful but also highly susceptible to infection for patients. Therefore, the use of non-invasive methods to monitor blood glucose has broad prospects and important significance. Nevertheless, the features used for estimating the blood glucose values cannot be extracted accurately from the denoised photoplethesmograms (PPG) when the sampling rate of the PPGs is too low. To address this issue, this paper proposes the fractional singular spectrum analysis (SSA) based super-resolution method to generate the PPGs with the high equivalent sampling rate from those with the low sampling rate. Since the fractional SSA operation is nonlinear and adaptive, this super-resolution method is nonlinear and adaptive. To obtain the estimated blood glucose values, both the conventional detrending algorithm and the SSA bit plane denoising method are applied to the PPGs. Second, both the heart rate variability features of the processed PPGs are extracted. Finally, the blood glucose values are estimated via the random forest regression model. Compare to the results obtained based on the PPGs without performing the super-resolution, it is found that more features can be extracted after performing the super-resolution. As a result, the estimation performances based on the super-resoluted PPGs are better.  © 2023 ACM.",10.1145/3650400.3650421,YES,Unique DOI
Scopus,19,Three-wavelength PPG and support vector machine for non-invasive estimation of blood glucose,"Diabetes mellitus is a chronic disease characterized by producing abnormal levels of blood glucose concentration. Currently, the most widely accepted method for glucose monitoring is invasive, however, despite its great reliability, it can be uncomfortable and traumatizing for the youngest users. The objective of this study is to provide an alternative method that allows a non-invasive estimation of blood glucose levels with an elevated level of confidence. In this work, 187 records were performed on people without any declared pathology; the concentration of blood glucose and the amplitude of the PPG signals of 525 nm, 660 and 940 nm were measured simultaneously. 70% of the data was used to train a regression model based on a fine Gaussian support vector machine, while the remaining 30% is used to validate the results. The regression model using the support vector machine was able to locate 95.38% of the estimates with an error of less than 15%, showing a standard error of 7.01 mg/dL and a MARD of 6.99%. The model presented here allows non-invasive estimation of blood glucose levels with reliability comparable to minimally invasive devices currently on the market. © 2023, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",10.1007/s11082-023-04927-1,YES,Unique DOI
Scopus,20,An AI-IoT Based Non-Invasive Solution for Predicting Glucose Levels,"Diabetes mellitus is a global health concern with rising complications from poorly managed blood glucose levels. Traditional blood sugar monitoring methods rely on invasive techniques requiring finger pricking, which can be inconvenient and discourage frequent checks. Nevertheless, noninvasive blood glucose monitoring offers a promising alternative, potentially improving patient compliance and diabetes management. This study aims to develop a non-invasive solution for measuring blood glucose levels using the internet of things (IoT): photo-plethysmography (PPG) and galvanic skin response (GSR) sensors together, with Artificial Intelligence (AI), specifically Long Short-Term Memory model (LSTM). To ensure a comprehensive evaluation, data was collected from two sources: 20 participants diagnosed with diabetes at Hakim Saadan Hospital1 in Biskra, Algeria, and an additional 30 healthy subjects recruited from Biskra University in Algeria. The proposed system includes a comfortable wearable device and a Django web application for data visualization and management. ©2024 IEEE.",10.1109/Q-BATS63267.2024.10873931,YES,Unique DOI
Scopus,21,Weighted Ensemble Based Noninvasive HbA1c Estimation from PPG signals Using Machine Learning Algorithms,"Noninvasive assessment of glycated hemoglobin (HbA1c) levels is an ongoing area of research in diabetes management, providing a patient-friendly alternative to traditional blood-based measurements. In this study, we introduce an approach to estimate HbA1c from photoplethysmography (PPG) signals by applying a weighted ensemble of machine learning models, increasing accuracy and improving prediction reliability by prioritizing models with lower mean squared error (MSE). Machine learning algorithms such as random forest and various boosting algorithms such as XGBoost, LightGBM, CatBoost, gradient boosting and AdaBoost were used to estimate HbA1c levels from wrist PPG signals. © 2024 IEEE.",10.1109/ICCE-Asia63397.2024.10773814,YES,Unique DOI
Scopus,22,Presence of hypertension might pose a potential pitfall in detection of diabetes mellitus non-invasively using the second derivative of photoplethysmography,"Indices derived from photoplethysmography (PPG) have shown promising results as non-invasive digital biomarkers for the detection of diabetes mellitus (DM). Considering the mutual endothelial insult leading to similar undesirable peripheral hemodynamic perturbations, hypertension (HT) may blunt this classification performance. Second derivative PPG (SD-PPG) indices were derived from the second derivative of the PPG signal. The variables of interest were the previously described peaks of the initial positive (a), early negative (b), re-increasing (c), late re-decreasing (d), diastolic positive (e) and negative (f) waves and the ratios between them. Patients were classified according to their type 2 DM and hypertension phenotypes. SD-PPG indices were compared between diseased subgroups, healthy controls and also dichotomous classification performance was evaluated. Two SDPPG indices, b/a ratio and the vascular ageing index (VAI = (b-c-d-e)/a) responded to isolated DM type 2 (n = 29) amongst healthy subjects (n = 106) (area under the curve (AUC) = 0.629 p = 0.034 and 0.631 p = 0.031 20 respectively). However, the classification performance became insignificant with the inclusion of HT patients (n=30). (p = 0.839 vs. p = 0.656). These results suggest that the coexistence of HT and DM may hinder the use of SD-PPG for noninvasive DM detection. © 2023 Informa UK Limited, trading as Taylor & Francis Group.",10.1080/21681163.2023.2256896,YES,Unique DOI
Scopus,23,A Comparative Analysis of Various Machine Learning Algorithms to Improve the Accuracy of HbA1c Estimation Using Wrist PPG Data,"Due to the inconvenience of drawing blood and the possibility of infection associated with invasive methods, research on non-invasive glycated hemoglobin (HbA1c) measurement methods is increasing. Utilizing wrist photoplethysmography (PPG) with machine learning to estimate HbA1c can be a promising method for non-invasive HbA1c monitoring in diabetic patients. This study aims to develop a HbA1c estimation system based on machine learning algorithms using PPG signals obtained from the wrist. We used a PPG based dataset of 22 subjects and algorithms such as extreme gradient boosting (XGBoost), light gradient boosting machine (LightGBM), Categorical Boost (CatBoost) and random forest (RF) to estimate the HbA1c values. Note that the AC-to-DC ratios for three wavelengths were newly adopted as features in addition to the previously acquired 15 features from the PPG signal and a comparative analysis was performed between the performances of several algorithms. We showed that feature-importance-based selection can improve performance while reducing computational complexity. We also showed that AC-to-DC ratio (AC/DC) features play a dominant role in improving HbA1c estimation performance and, furthermore, a good performance can be obtained without the need for external features such as BMI and SpO2. These findings may help shape the future of wrist-based HbA1c estimation (e.g., via a wristwatch or wristband), which could increase the scope of noninvasive and effective monitoring techniques for diabetic patients. © 2023 by the authors.",10.3390/s23167231,YES,Unique DOI
Scopus,24,Infrared absorption spectroscopy-based non-invasive blood glucose monitoring technology: A comprehensive review,"Diabetes, characterized by hyperglycemia, is an incurable metabolic disorder with an alarmingly high prevalence rate. Self-monitoring of blood glucose holds exceptional significance in diabetes management. However, traditional invasive blood glucose monitoring devices have imposed inconvenience and discomfort on patients. This has propelled research in non-invasive blood glucose monitoring into the forefront, offering substantial clinical utility. In this survey, we reviewed the major technologies of non-invasive blood glucose monitoring based on absorption spectroscopy, including physical methodologies, signal and data processing techniques, and the progress in commercialization. This review can serve as an introduction to the modeling principles of non-invasive blood glucose monitoring, or as a collection of technical application methods of non-invasive glucose monitoring. © 2025 The Authors",10.1016/j.bspc.2025.107750,YES,Unique DOI
Scopus,25,Continuous Glycemic Monitoring Enabled by A Wi-Fi Energy-Harvesting Wearable Sweat-Sensing Patch,"Continuous monitoring of multiple physiological parameters, such as glucose levels, temperature, and heart rate variability (HRV) is crucial for effective diabetes management and mitigating the risks associated with hypoglycemic events. These events often occur without apparent symptoms, posing a challenge for diabetic patients in managing their condition. Therefore, a non-invasive wearable device capable of continuously measuring multiple body signals to predict hypoglycemic events would be highly beneficial. In this study, a wearable patch that continuously measures glucose, temperature, and HRV is presented. The device uses a novel power harvesting system to convert radiofrequency (RF) signals with the frequency of 2.45 GHz to direct current (DC) signals to extend the battery life for further continuous monitoring. The patch is small and has a conformal structure that can easily fit onto different body parts. The screen-printed glucose sensor demonstrates a sensitivity of 10.3 nA cm−2 µM−1, a limit of detection (LOD) of 8.9 µM, and a limit of quantification (LOQ) of 27 µM. The device employs a photoplethysmography (PPG) module with a peak-finding algorithm to calculate the HRV values. In vivo experiments demonstrate the validation of the device's proper operation in glucose, HRV, and temperature measurement. © 2024 Wiley-VCH GmbH.",10.1002/admt.202301583,YES,Unique DOI
Scopus,26,A Noninvasive Blood Glucose Estimation System Using Dual-Channel PPGs and Pulse-Arrival Velocity,"Diabetes is a chronic metabolic disorder that requires individuals with diabetes to perform 'finger stick blood sugar tests' multiple times a day. This invasive method is not capable of continuously monitoring a diabetic patient's blood glucose levels and can be painful and inconvenient in the long term. In our study, we developed a noninvasive blood glucose estimation method using dual-channel photoplethysmography (PPG) combined with pulse arrival velocity (PAV). The dual-channel PPG was chosen based on the advantages of 530 nm PPG in blood flow measurement and 1550 nm infrared light in blood glucose concentration detection. In addition to testing various amplitude features in PPG at different fiducial points (systolic peak, dicrotic notch, and diastolic peak), we also examined the amplitude ratio between the two PPG channels (530 nm green-light PPG and 1550 nm infrared PPG), as well as PAV, for noninvasive blood glucose estimation. In this study, we recruited 18 healthy subjects (14 males and four females; aged 29.4 ± 7.87 years old). The oral glucose tolerance test (OGTT) experiment was conducted on each participant to manipulate the blood glucose level. Each parameter for blood glucose estimation was examined using partial F-test to assess its impact on blood glucose estimation. We found that combining the amplitude ratio of the dual-channel PPG with PAV resulted in the best blood glucose estimation results, with estimation results falling within Zone A in the Clarke error grid analysis (CEGA) with a 100% success rate, and the root-mean-square-error (RMSE) being 7.46 ± 2.43 mg/dL.  © 2001-2012 IEEE.",10.1109/JSEN.2023.3306343,YES,Unique DOI
