Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Non-invasive Blood Glucose Estimation Using Multi-sensor Based Portable and Wearable System,T. Mahmud; M. H. Limon; S. Ahmed; M. Z. Rafi; B. Ahamed; S. S. Nitol; M. Y. Mia; R. E. Choudhury; A. Sakib; A. Subhana; C. Shahnaz,"Department of Electrical and Electronic Engineering, Bangladesh University of Engineering and Technology, Dhaka; Department of Electrical and Electronic Engineering, Bangladesh University of Engineering and Technology, Dhaka; Department of Electrical and Electronic Engineering, Bangladesh University of Engineering and Technology, Dhaka; Department of Electrical and Electronic Engineering, Bangladesh University of Engineering and Technology, Dhaka; Department of Electrical and Electronic Engineering, Bangladesh University of Engineering and Technology, Dhaka; Department of Electrical and Electronic Engineering, Bangladesh University of Engineering and Technology, Dhaka; Department of Electrical and Electronic Engineering, Bangladesh University of Engineering and Technology, Dhaka; Department of Electrical and Electronic Engineering, Bangladesh University of Engineering and Technology, Dhaka; Department of Electrical and Electronic Engineering, Bangladesh University of Engineering and Technology, Dhaka; Department of Electrical and Electronic Engineering, Bangladesh University of Engineering and Technology, Dhaka; Department of Electrical and Electronic Engineering, Bangladesh University of Engineering and Technology, Dhaka",2019 IEEE Global Humanitarian Technology Conference (GHTC),12-Mar-20,2019,,,1,5,"Currently, invasive glucometers are widely used for monitoring blood glucose level. It is required to prick a finger of the subject to collect the blood sample. In this paper, a cost-effective wearable system is proposed to estimate the glucose level in a non-invasive way. Data are collected using different sensors such as photoplethysmography(PPG), galvanic skin response(GSR) and temperature sensor, and fed to a convolutional neural network (CNN) model. The model estimates the blood glucose level, which is comparable with the glucose level obtained with conventional invasive technique. This system is believed to help in monitoring blood glucose, which leads to control of diabetes and other related diseases.",2377-6919,978-1-7281-1780-5,10.1109/GHTC46095.2019.9033119,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9033119,non-invasive;blood glucose;diabetes;wearable system;convolutional neural network;multi-sensor based system;photoplethysmography,Sugar;Blood;Sensors;Biomedical monitoring;Skin;Diabetes;Diseases,,8,,28,IEEE,12-Mar-20,,,IEEE,IEEE Conferences
Design and Implementation of a Noninvasive Blood Glucose Monitoring Device,K. Sarkar; D. Ahmad; S. K. Singha; M. Ahmad,"Department of Electrical and Electronic Engineering, Khulna University of Engineering & Technology, Khulna, Bangladesh; Department of Electrical and Electronic Engineering, American International University-Bangladesh, Dhaka, Bangladesh; Department of Biomedical Engineering, Khulna University of Engineering & Technology, Khulna, Bangladesh; Department of Electrical and Electronic Engineering, Khulna University of Engineering & Technology, Khulna, Bangladesh",2018 21st International Conference of Computer and Information Technology (ICCIT),3-Feb-19,2018,,,1,5,"In 21st century, diabetes has become one of the most life-threatening concerns which can affect both adults and infants. If the proper treatment is not taken and the glucose level is not kept within the normal range, it can damage vital organs of the human body. Due to this, it is important to check the blood glucose level regularly. There are different types of invasive glucometers available in the market. These invasive methods need a blood sample which causes pain, time-consuming, and higher cost. For this, a noninvasive method is badly needed. In this study, an easily usable noninvasive blood glucose monitoring device is developed that can measure glucose level continuously and eliminates the drawbacks of the invasive system. Near-infrared spectroscopy and transmission photoplethysmography (PPG) is used to estimate blood glucose concentration. 940nm wavelength light is placed on a fingertip and the output of the optical sensor is filtered, amplified and fed to Arduino Uno R3 microcontroller based on Atmega328. After regression analysis, the predicted glucose level is displayed on the LCD screen. The result of the implemented device is compared with a commercially available invasive glucometer and the average error is less than 4% which shows that the device is reliable to estimate blood glucose concentration.",,978-1-5386-9242-4,10.1109/ICCITECHN.2018.8631942,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8631942,Non-invasive glucose monitor;near-infrared;photoplethysmography;optical transmission;polynomial regression,Sugar;Blood;Diabetes;Optical sensors;Regression analysis;Monitoring;Photodetectors,,8,,12,IEEE,3-Feb-19,,,IEEE,IEEE Conferences
Design and development of non invasive glucose measurement system,B. Paul; M. P. Manuel; Z. C. Alex,"MEMS and Sensors Division, School of Electronics Engineering, VIT University, Vellore, India; MEMS and Sensors Division, School of Electronics Engineering, VIT University, Vellore, India; MEMS and Sensors Division, School of Electronics Engineering, VIT University, Vellore, India",2012 1st International Symposium on Physics and Technology of Sensors (ISPTS-1),6-Aug-12,2012,,,43,46,"One of the biggest health challenges of 21st century is diabetics due to its exponential increase in the diabetics patients in the age group of 20–79 years. To prevent the complication due to diabetics it is essential to monitor the blood glucose level continuously. Most of the regular glucose measurement systems are invasive in nature. Invasive methods cause pain, time consumption, high cost and potential risk of spreading infection diseases. Therefore there is a great demand to have reliable cost effective and comfortable non invasive system for the detection of blood glucose level continuously. The proposed method is based on the direct effect of glucose on the scattering properties of the organ. Glucose decreases the mismatch in refractive index between scatterers and their surrounding media, leading to a smaller scattering coefficient and, consequently, a shorter optical path. The reduction in scattering is due to an increase in glucose concentration. As a result, with the growing concentration of glucose, fewer photons are absorbed and the light intensity increases. In the present work, we have used PPG technique. An algorithm was developed from the PPG data for monitoring blood glucose. The result obtained from this technique was compared with ARKRAY, Glucocard tm01-mini and found good agreement.",,978-1-4673-1043-7,10.1109/ISPTS.2012.6260873,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6260873,Blood Glucose;NonInvasive;Refractive index;Photoplethysmograph,Sugar;Monitoring;Biomedical monitoring;Area measurement;Scattering;Diabetes;Biology,,37,,8,IEEE,6-Aug-12,,,IEEE,IEEE Conferences
Non-invasive blood glucose measurement scheme based on near-infrared spectroscopy,W. Shulei; Y. Xueguang; Z. Yangan,"Beijing university of posts and telecommunications, China; Beijing university of posts and telecommunications, China; Beijing university of posts and telecommunications, China",2017 Conference on Lasers and Electro-Optics Pacific Rim (CLEO-PR),23-Nov-17,2017,,,1,4,"Diabetes is a kind of common chronic diseases, seriously harmful to human health. Determination of blood glucose levels is the key link in diabetes care. The traditional measurement method firstly collects blood drops, and then uses the blood analyzer for electrochemical analysis. The traditional method is inconvenient, algesiogenic and easily cause infection. With the development of chemometric methods, infrared spectroscopy has been widely used in the field of blood glucose measurement and medicine care. The non-invasive blood glucose measurement scheme based on near-infrared spectroscopy is a way which is more efficiently, without damage and chemical reagents. In this paper, we proposed a non-invasive blood glucose detection and analysis the scheme based on near-infrared spectroscopy. In order to avoid the influence of the environment during the measuring process and considering the individual differences, we use the wave acquisition system to collect human pulse wave, and reduce the noise of the pulse wave signal first. By comparing the actual measured data with the data obtained in the traditional way, we can establish models to predict the blood glucose levels and achieve non-invasive blood glucose measurement using spectrum analysis technology. In the end, we improve the models by analyzing the relationship between individual factors and the pulse wave signal. The experimental results show that the method can effectively determine the blood glucose levels, and it is more convenient, safer and healthier than the traditional method, which can effectively reduce the time cost and the money cost.",,978-1-5090-6290-4,10.1109/CLEOPR.2017.8118732,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8118732,Near-infrared spectroscopy;Non-invasive blood glucose measurement;Photoplethysmography;Regression,Blood;Sugar;Blood pressure;Spectroscopy;Correlation;Heart rate;Pulse measurements,,5,,6,IEEE,23-Nov-17,,,IEEE,IEEE Conferences
Non-Invasive IoT-Based Embedded Device for Testing Diabetes Mellitus Type 2 for Early Detection and Prediction,K. Godfrey; I. Gatare; G. Rushingabigwi,"African Center of Excellence in Internet of Things (ACEIoT), University of Rwanda, Kigali, Rwanda; African Center of Excellence in Internet of Things (ACEIoT), University of Rwanda, Kigali, Rwanda; African Center of Excellence in Internet of Things (ACEIoT), University of Rwanda, Kigali, Rwanda",2023 IEEE International Conference on Advanced Systems and Emergent Technologies (IC_ASET),20-Jun-23,2023,,,1,5,"Diabetes is a lifestyle disease caused by poor diet and lifestyle, and if undetected early, it will cause several fatal health issues like heart attacks, strokes, kidney failure, nerve damage, etc. It's a fatal disease that currently has no cure but can be managed if regular testing and proper care are followed. People with diabetes need regular checks of their blood glucose levels to keep track of them and maintain them in healthy ranges. These regular checks are expensive in terms of the consumables being used to perform the tests, i.e., test strips and prick needles, as they are changed every time a test is conducted. Also, the discomfort and pain during the sample collection and the risk of getting an infection are high. This calls for non- invasive methods of blood glucose testing where the test can be done without the need to draw blood. This study uses the Max30102 biosensor, which is a pulse oximeter and heart rate sensor as a non-invasive device to test blood sugar levels by acquiring samples from the patient. The choice of this sensor is informed by studies showing that even during the early stages of diabetes mellitus type 2, there is a change in blood vessels and this in turn affects the pulse rate. The solution showed a positive correlation comparison between the acquired data from volunteers using the non-invasive device and invasive glucometer data from the same volunteers. The results were able to prove the feasibility of the device to test diabetes type 2 without the need to invasively get the samples. However, a lot of data is required to be collected for correlation and comparison using different types of Infrared biosensors having different wavelengths to get high precision and accuracy.",,979-8-3503-2102-9,10.1109/IC_ASET58101.2023.10150822,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10150822,Blood glucose;Biosensor;non-invasive;Diabetes Type 2;photoplethysmography,Strips;Correlation;Stroke (medical condition);Diabetes;Glucose;Biosensors;Level measurement,,1,,19,IEEE,20-Jun-23,,,IEEE,IEEE Conferences
Non Invasive Blood Glucose Level Detection,M. B; R. K. Mahapatra; G. S. Satapathi; R. Nayak; S. S; S. Pradeep,"Department of ECE, A J Institute of Engineering and Technology, Mangaluru, India; Department of ECE, A J Institute of Engineering and Technology, Mangaluru, India; Department of ECE, A J Institute of Engineering and Technology, Mangaluru, India; Department of ECE, A J Institute of Engineering and Technology, Mangaluru, India; Department of ECE, A J Institute of Engineering and Technology, Mangaluru, India; Department of ECE, A J Institute of Engineering and Technology, Mangaluru, India","2023 1st International Conference on Circuits, Power and Intelligent Systems (CCPIS)",27-Oct-23,2023,,,01,05,"This paper describes a non-invasive technique to efficiently monitor blood glucose level without puncturing the skin. About 500 million individuals worldwide and 50 million people in India suffer from this rapidly expanding condition. Through physical activity, a healthy diet and medication, all diabetes-related issues can be lowered. The present intrusive procedure is uncomfortable and unpleasant because users must prick their finger to draw blood for the daily monitoring of blood glucose concentration; as a result, it is not suggested for lifelong use. Due to the lack of glucose measurement machines and the high cost of the procedures, people who live in rural areas and are economically underprivileged do not have access to facilities for routinely checking their blood sugar levels. The 940 nm wavelength has been found to be more accurate at detecting glucose levels. Employing near-infrared spectroscopy, the light passes through the skin which interacts with the chemical constituents of the illuminated tissue to partially absorb and disperse the light. Before reaching optical detectors, light that is not absorbed will be reflected out of the tissue or transmitted through it. So this paper proposes an alternate non-invasive method which is based on the scattering property of the skin.",,979-8-3503-1576-9,10.1109/CCPIS59145.2023.10291533,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10291533,Blood Glucose level;Non-invasive;Diabetes,Wavelength measurement;Scattering;Optical detectors;Light emitting diodes;Skin;Glucose;Biomedical monitoring,,,,21,IEEE,27-Oct-23,,,IEEE,IEEE Conferences
Investigation and Validation of Non Invasive Blood Glucose Measurement,V. B; N. S; R. R; R. S; M. M,"Department of Electronics and Instrumentation Engineering, Kongu Engineering College, Erode, Tamilnadu, India; Department of Electronics and Instrumentation Engineering, Kongu Engineering College, Erode, Tamilnadu, India; Department of Electronics and Instrumentation Engineering, Kongu Engineering College, Erode, Tamilnadu, India; Department of Electronics and Instrumentation Engineering, Kongu Engineering College, Erode, Tamilnadu, India; Department of Electronics and Instrumentation Engineering, Kongu Engineering College, Erode, Tamilnadu, India",2023 International Conference on Recent Advances in Science and Engineering Technology (ICRASET),8-Feb-24,2023,,,1,4,"Diabetes is a metabolic disease that affects people who are unable to keep blood glucose levels within the range of 90–140 mg/dL. Potential causes of diabetes include a shortage of blood cells or blood cells that are insulin-resistant. According to a 2016 poll, 415 million people across the globe currently possess diabetes, and will be twice by 2035. In India, currently 77 million people possess diabetes, and by 2045, it is expected to be over 134 million. Monitoring of blood sugar levels at regular period will help to prevent diabetes-related issues. The majority of glucose testing tools on the market today are invasive, uncomfortable, expensive, and have a short lifespan. In this work, a non-invasive system is proposed to measure the blood glucose level using Galvanic Skin Response (GSR) and various physical parameters like temperature, heart rate, and blood pressure. The system achieves 95% accuracy with maximum of 10% error for the measurement rage between 60 to 100 mg/dl.",,979-8-3503-0692-7,10.1109/ICRASET59632.2023.10420263,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10420263,Blood glucose monitoring;non-invasive;Galvanic skin response,Temperature measurement;Heart rate;Glucose;Diabetes;Biomedical monitoring;Blood;Monitoring,,,,15,IEEE,8-Feb-24,,,IEEE,IEEE Conferences
Review of Non-Invasive Blood Glucose Level Estimation based on Photoplethysmography and Artificial Intelligent Technology,E. Susana; K. Ramli,"Department of Electrical Engineering, Universitas Indonesia, Depok, Indonesia; Department of Electrical Engineering, Universitas Indonesia, Depok, Indonesia",2021 17th International Conference on Quality in Research (QIR): International Symposium on Electrical and Computer Engineering,25-Feb-22,2021,,,158,163,The emergence of photoplethysmography for the non-invasive estimation of blood glucose levels in diabetes management offers an alternative solution to the limitations of invasive methods. The application of artificial intelligence technology to PPG signals for non-invasive measurement of monitoring blood glucose level (BGL) using either a machine learning (ML) or deep learning (DL) approach is proven to improve the resulting performance. This review is presented to provide concise information about current and proposed technologies developments of non-invasive blood glucose level monitoring methods using photoplethysmography. The study focuses on the opportunities and constraints in developing research on this topic.,,978-1-6654-9696-4,10.1109/QIR54354.2021.9716164,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9716164,non-invasive;estimation;blood glucose level;photoplethysmography;PPG signal;artificially intelligence;machine learning;deep learning,Deep learning;Estimation;Photoplethysmography;Prediction algorithms;Glucose;Diabetes;Classification algorithms,,3,,45,IEEE,25-Feb-22,,,IEEE,IEEE Conferences
An AI-IoT Based Non-Invasive Solution for Predicting Glucose Levels,A. Othmane; I. Youkana; L. Kahloul; M. Merenda,"LINFI Laboratory, University of Biskra, Algeria; LINFI Laboratory, University of Biskra, Algeria; LINFI Laboratory, University of Biskra, Algeria; DIIES Department, University Mediterranea of Reggio Calabria, Italy","2024 International Workshop on Quantum & Biomedical Applications, Technologies, and Sensors (Q-BATS)",13-Feb-25,2024,,,116,120,"Diabetes mellitus is a global health concern with rising complications from poorly managed blood glucose levels. Traditional blood sugar monitoring methods rely on invasive techniques requiring finger pricking, which can be inconvenient and discourage frequent checks. Nevertheless, noninvasive blood glucose monitoring offers a promising alternative, potentially improving patient compliance and diabetes management. This study aims to develop a non-invasive solution for measuring blood glucose levels using the internet of things (IoT): photo-plethysmography (PPG) and galvanic skin response (GSR) sensors together, with Artificial Intelligence (AI), specifically Long Short-Term Memory model (LSTM). To ensure a comprehensive evaluation, data was collected from two sources: 20 participants diagnosed with diabetes at Hakim Saadan Hospital1 in Biskra, Algeria, and an additional 30 healthy subjects recruited from Biskra University in Algeria. The proposed system includes a comfortable wearable device and a Django web application for data visualization and management.",,979-8-3315-1639-0,10.1109/Q-BATS63267.2024.10873931,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10873931,Diabetes;Non invasive;Artificial intelligence;Blood Glucose Level;Photoplethysmography (PPG);Galvanic skin response (GSR),Predictive models;Skin;Glucose;Diabetes;Biosensors;Internet of Things;Biomedical monitoring;Monitoring;Blood;Long short term memory,,,,8,IEEE,13-Feb-25,,,IEEE,IEEE Conferences
PPG based Noninvasive Blood Glucose Monitoring using Multi-view Attention and Cascaded BiLSTM Hierarchical Feature Fusion Approach,M. Ali; J. Li; B. Fan; Z. Nie,"Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China; Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China; Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China; Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China",IEEE Journal of Biomedical and Health Informatics,,2024,PP,99,1,12,"Diabetes is a chronic disease with exponential growth and poses significant challenges to global healthcare. Regular blood glucose (BG) monitoring is key for avoiding diabetic complications. Traditional BG measurement techniques are invasive and minimally invasive, causing pain, discomfort, cost, and infection risks. To address these issues, we developed a noninvasive BG monitoring approach on photoplethysmography (PPG) signals using multi-view attention and cascaded BiLSTM hierarchical feature fusion approach. Firstly, we implemented a convolutional multi-view attention block to extract the temporal features through adaptive contextual information aggregation. Secondly, we built a cascaded BiLSTM network to efficiently extract the fine-grained features through bidirectional learning. Finally, we developed a hierarchical feature fusion with bilinear polling through cross-layer interaction to obtain higher-order features for BG monitoring. For validation, we conducted comprehensive experimentation on up to 6 days of PPG and BG data from 21 participants. The proposed approach showed competitive results compared to existing approaches by RMSE of 1.67 mmol/L and MARD of 17.88%. Additionally, the clinical accuracy using Clarke error grid (CEG) analysis showed 98.80% of BG values in Zone A+B. Therefore, the proposed approach offers a favorable solution in diabetes management by noninvasively monitoring the BG levels.",2168-2208,,10.1109/JBHI.2024.3464098,National Key R&D Program of China(grant numbers:2022YFB3203702); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10684156,Noninvasive blood glucose monitoring;Photoplethysmography;PPG;Multi-view attention;Cascaded BiLSTM;Hierarchical feature fusion,Monitoring;Feature extraction;Long short term memory;Diabetes;Recurrent neural networks;Glucose;Blood,,,,,IEEE,18-Sep-24,,,IEEE,IEEE Early Access Articles
Design and Implementation of a Wearable System for Non-Invasive Glucose Level Monitoring,M. M. Islam; S. M. Manjur,"Electrical & Electronic Engineering, Bangladesh University of Engineering & Technology, Dhaka, Bangladesh; Electrical & Electronic Engineering, Bangladesh University of Engineering & Technology, Dhaka, Bangladesh","2019 IEEE International Conference on Biomedical Engineering, Computer and Information Technology for Health (BECITHCON)",13-Apr-20,2019,,,29,32,"Among current issues that are challenging to be dealt with in medical science, Diabetes is a noteworthy one. A good number of invasive techniques to measure blood glucose levels have been devised in the past few decades that had been a mixed blessing because it carried multiple limitations along with beneficial sides. Pain, discomfort, and risks of pathogenic infection were some of the basic drawbacks. So, per the demand of time, our main objective of this paper is to introduce a method of blood glucose level measurement that is non-invasive and can overcome the former limitations with better accuracy in a very cost-effective way. Blood glucose concentration can be measured using the PPG (Photoplethysmogram) signal. But to gain higher accuracy we need to consider the physiological variations which lead to erroneous measurement of glucose levels. Using GSR (Galvanic Skin Response) sensor data, these perturbations can be minimized. So, in our model PPG sensor and GSR sensor have been used to accurately measure blood glucose levels. Extracted data from these two sensors as well as recorded blood glucose measurement using conventional glucometer were applied in a deep learning algorithm to measure blood glucose level non-invasively. Then the output of our proposed system was compared to conventional invasive technique. The results showed that our proposed multi sensor-based system improves prediction error of glucose level.",,978-1-7281-5389-6,10.1109/BECITHCON48839.2019.9063193,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9063193,blood glucose;non-invasive;Photoplethysmogram;galvanic skin response;deep learning;diabetes;multi-sensor,Sugar;Blood;Diabetes;Machine learning;Biomedical monitoring;Skin,,12,,12,IEEE,13-Apr-20,,,IEEE,IEEE Conferences
